[INFO] [1748079239.682715532] [Light_data_publisher]: Initialized PCF8591 at 0x48
[INFO] [1748079240.649162784] [Light_data_publisher]: RAW=206 → 2.666 V
[INFO] [1748079241.648835416] [Light_data_publisher]: RAW=207 → 2.679 V
[INFO] [1748079242.652165185] [Light_data_publisher]: RAW=206 → 2.666 V
[INFO] [1748079243.653567387] [Light_data_publisher]: RAW=207 → 2.679 V
[INFO] [1748079244.653156096] [Light_data_publisher]: RAW=230 → 2.976 V
[INFO] [1748079245.653285146] [Light_data_publisher]: RAW=229 → 2.964 V
[INFO] [1748079246.653392558] [Light_data_publisher]: RAW=230 → 2.976 V
[INFO] [1748079247.653323851] [Light_data_publisher]: RAW=231 → 2.989 V
[INFO] [1748079248.653175504] [Light_data_publisher]: RAW=231 → 2.989 V
[INFO] [1748079249.653259832] [Light_data_publisher]: RAW=231 → 2.989 V
[INFO] [1748079250.653158965] [Light_data_publisher]: RAW=231 → 2.989 V
[INFO] [1748079251.653114716] [Light_data_publisher]: RAW=231 → 2.989 V
[INFO] [1748079252.653179005] [Light_data_publisher]: RAW=238 → 3.080 V
[INFO] [1748079253.653084841] [Light_data_publisher]: RAW=247 → 3.196 V
[INFO] [1748079254.653061273] [Light_data_publisher]: RAW=250 → 3.235 V
[INFO] [1748079255.653397261] [Light_data_publisher]: RAW=250 → 3.235 V
[INFO] [1748079256.653074996] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079257.653088806] [Light_data_publisher]: RAW=246 → 3.184 V
[INFO] [1748079258.653223801] [Light_data_publisher]: RAW=234 → 3.028 V
[INFO] [1748079259.653150797] [Light_data_publisher]: RAW=231 → 2.989 V
[INFO] [1748079260.653174480] [Light_data_publisher]: RAW=239 → 3.093 V
[INFO] [1748079261.653351428] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079262.653125598] [Light_data_publisher]: RAW=123 → 1.592 V
[INFO] [1748079263.653124839] [Light_data_publisher]: RAW=124 → 1.605 V
[INFO] [1748079264.653243099] [Light_data_publisher]: RAW=114 → 1.475 V
[INFO] [1748079265.653141523] [Light_data_publisher]: RAW=110 → 1.424 V
[INFO] [1748079266.653045610] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079267.653387192] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079268.653179736] [Light_data_publisher]: RAW=204 → 2.640 V
[INFO] [1748079269.653081310] [Light_data_publisher]: RAW=223 → 2.886 V
[INFO] [1748079270.653108065] [Light_data_publisher]: RAW=227 → 2.938 V
[INFO] [1748079271.653144388] [Light_data_publisher]: RAW=106 → 1.372 V
[INFO] [1748079272.653094485] [Light_data_publisher]: RAW=103 → 1.333 V
[INFO] [1748079273.653337466] [Light_data_publisher]: RAW=105 → 1.359 V
[INFO] [1748079274.653069111] [Light_data_publisher]: RAW=107 → 1.385 V
[INFO] [1748079275.653084209] [Light_data_publisher]: RAW=201 → 2.601 V
[INFO] [1748079276.653136502] [Light_data_publisher]: RAW=201 → 2.601 V
[INFO] [1748079277.653140695] [Light_data_publisher]: RAW=217 → 2.808 V
[INFO] [1748079278.653063472] [Light_data_publisher]: RAW=200 → 2.588 V
[INFO] [1748079279.653348144] [Light_data_publisher]: RAW=199 → 2.575 V
[INFO] [1748079280.653083385] [Light_data_publisher]: RAW=159 → 2.058 V
[INFO] [1748079281.653099876] [Light_data_publisher]: RAW=165 → 2.135 V
[INFO] [1748079282.653158315] [Light_data_publisher]: RAW=170 → 2.200 V
[INFO] [1748079283.653111638] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079284.653021113] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079285.653356170] [Light_data_publisher]: RAW=249 → 3.222 V
[INFO] [1748079286.653053362] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079287.653110229] [Light_data_publisher]: RAW=250 → 3.235 V
[INFO] [1748079288.653138189] [Light_data_publisher]: RAW=250 → 3.235 V
[INFO] [1748079289.653036383] [Light_data_publisher]: RAW=249 → 3.222 V
[INFO] [1748079290.653015187] [Light_data_publisher]: RAW=249 → 3.222 V
[INFO] [1748079291.653317704] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079292.653039001] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079293.653089194] [Light_data_publisher]: RAW=248 → 3.209 V
[INFO] [1748079294.653122404] [Light_data_publisher]: RAW=230 → 2.976 V
[INFO] [1748079295.653113919] [Light_data_publisher]: RAW=228 → 2.951 V
[INFO] [1748079296.653066179] [Light_data_publisher]: RAW=228 → 2.951 V
[INFO] [1748079297.653351996] [Light_data_publisher]: RAW=228 → 2.951 V
