[INFO] [1748079367.622802143] [Light_data_publisher]: Initialized PCF8591 at 0x48
[INFO] [1748079368.590276025] [Light_data_publisher]: RAW=240 → 3.106 V
[INFO] [1748079369.590127398] [Light_data_publisher]: RAW=250 → 3.235 V
[INFO] [1748079370.590016815] [Light_data_publisher]: RAW=250 → 3.235 V
[INFO] [1748079371.594507348] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079372.594363963] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079373.594560214] [Light_data_publisher]: RAW=252 → 3.261 V
[INFO] [1748079374.594537138] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079375.594715030] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079376.594331653] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079377.594399558] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079378.594336469] [Light_data_publisher]: RAW=252 → 3.261 V
[INFO] [1748079379.594386293] [Light_data_publisher]: RAW=252 → 3.261 V
[INFO] [1748079380.594385531] [Light_data_publisher]: RAW=252 → 3.261 V
[INFO] [1748079381.594494385] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079382.594271450] [Light_data_publisher]: RAW=251 → 3.248 V
[INFO] [1748079383.594539830] [Light_data_publisher]: RAW=241 → 3.119 V
[INFO] [1748079384.594315804] [Light_data_publisher]: RAW=238 → 3.080 V
[INFO] [1748079385.594334939] [Light_data_publisher]: RAW=238 → 3.080 V
[INFO] [1748079386.594325911] [Light_data_publisher]: RAW=238 → 3.080 V
[INFO] [1748079387.594559156] [Light_data_publisher]: RAW=238 → 3.080 V
[INFO] [1748079388.594327986] [Light_data_publisher]: RAW=238 → 3.080 V
